Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
15.8550        -156.737     -191.317       34.579  2477.0
15.8600        -156.588     -192.888       36.300  2600.2
15.8650        -156.387     -194.344       37.956  2718.9
15.8700        -156.215     -195.267       39.052  2797.4
15.8750        -156.203     -195.389       39.186  2807.0
15.8800        -156.700     -194.764       38.064  2726.6
15.8850        -156.246     -193.736       37.489  2685.5
15.8900        -156.554     -192.529       35.975  2577.0
15.8950        -156.845     -191.343       34.498  2471.2
15.9000        -156.407     -190.210       33.803  2421.4
15.9050        -156.450     -189.167       32.717  2343.6
15.9100        -156.435     -188.336       31.901  2285.2
15.9150        -156.625     -187.805       31.180  2233.5
15.9200        -157.135     -187.600       30.465  2182.3
15.9250        -156.969     -187.780       30.811  2207.1
15.9300        -156.917     -188.347       31.430  2251.4
15.9350        -156.846     -189.284       32.437  2323.6
15.9400        -156.846     -190.303       33.457  2396.7
15.9450        -156.992     -191.064       34.072  2440.7
15.9500        -156.755     -191.327       34.572  2476.5
15.9550        -156.569     -191.044       34.475  2469.6
15.9600        -156.643     -190.343       33.701  2414.1
15.9650        -156.823     -189.554       32.732  2344.7
15.9700        -156.764     -189.076       32.312  2314.6
15.9750        -156.714     -189.162       32.448  2324.3
15.9800        -156.267     -189.672       33.405  2392.9
15.9850        -156.074     -190.305       34.231  2452.1
15.9900        -155.823     -190.633       34.810  2493.5
15.9950        -155.742     -190.467       34.724  2487.4
16.0000        -155.265     -189.903       34.639  2481.3
16.0050        -155.512     -189.079       33.567  2404.5
16.0100        -154.981     -188.228       33.247  2381.6
16.0150        -154.828     -187.520       32.692  2341.8
16.0200        -154.717     -187.175       32.459  2325.1
16.0250        -154.626     -187.219       32.593  2334.8
16.0300        -155.112     -187.515       32.403  2321.1
16.0350        -154.828     -187.941       33.114  2372.0
16.0400        -154.963     -188.318       33.356  2389.4
16.0450        -154.801     -188.543       33.742  2417.0
16.0500        -155.082     -188.631       33.548  2403.2
16.0550        -154.930     -188.678       33.748  2417.4
16.0600        -154.736     -188.835       34.098  2442.5
16.0650        -154.953     -189.283       34.330  2459.2
16.0700        -155.091     -190.009       34.919  2501.3
16.0750        -154.964     -190.796       35.832  2566.8
16.0800        -154.796     -191.474       36.679  2627.4
16.0850        -154.716     -191.867       37.151  2661.2
16.0900        -155.062     -191.872       36.810  2636.8
16.0950        -155.171     -191.465       36.295  2599.9
16.1000        -155.619     -190.665       35.045  2510.4
16.1050        -155.547     -189.495       33.948  2431.8
16.1100        -155.712     -188.220       32.508  2328.7
16.1150        -155.920     -187.222       31.302  2242.2
16.1200        -155.920     -186.830       30.910  2214.2
16.1250        -156.174     -187.193       31.019  2222.0
16.1300        -156.679     -188.106       31.427  2251.2
16.1350        -156.411     -189.218       32.807  2350.1
16.1400        -156.818     -190.267       33.449  2396.0
16.1450        -156.753     -191.054       34.301  2457.1
16.1500        -156.820     -191.551       34.731  2487.9
16.1550        -157.149     -191.723       34.574  2476.7
16.1600        -157.627     -191.480       33.853  2425.0
16.1650        -157.425     -190.843       33.418  2393.8
16.1700        -157.506     -189.980       32.474  2326.2
16.1750        -157.423     -189.157       31.733  2273.2
16.1800        -157.581     -188.764       31.183  2233.7
16.1850        -157.308     -188.820       31.512  2257.3
16.1900        -156.790     -188.946       32.156  2303.4
16.1950        -156.778     -188.857       32.079  2297.9
16.2000        -157.207     -188.367       31.160  2232.1
16.2050        -157.004     -187.548       30.544  2188.0
16.2100        -156.948     -186.604       29.655  2124.3
16.2150        -156.829     -185.722       28.893  2069.7
16.2200        -156.703     -185.047       28.344  2030.3
16.2250        -156.571     -184.616       28.045  2009.0
16.2300        -156.481     -184.513       28.032  2008.0
16.2350        -156.595     -184.803       28.208  2020.6
16.2400        -156.497     -185.326       28.829  2065.1
16.2450        -156.938     -185.922       28.984  2076.2
16.2500        -156.952     -186.477       29.526  2115.0
16.2550        -157.287     -186.977       29.690  2126.8
16.2600        -157.434     -187.514       30.079  2154.7
16.2650        -157.260     -188.107       30.847  2209.6
16.2700        -157.382     -188.782       31.400  2249.3
16.2750        -157.807     -189.432       31.625  2265.4
16.2800        -157.821     -189.770       31.948  2288.5
16.2850        -157.532     -189.666       32.134  2301.9
16.2900        -157.295     -189.199       31.904  2285.4
16.2950        -157.378     -188.624       31.246  2238.3
16.3000        -157.292     -188.133       30.841  2209.3
16.3050        -156.986     -187.889       30.903  2213.7
16.3100        -156.934     -187.848       30.914  2214.4
16.3150        -157.378     -187.903       30.525  2186.6
16.3200        -156.822     -187.973       31.151  2231.5
16.3250        -156.952     -188.039       31.087  2226.9
16.3300        -157.171     -188.154       30.983  2219.4
16.3350        -156.875     -188.444       31.569  2261.4
16.3400        -156.578     -188.996       32.419  2322.2
16.3450        -156.811     -189.617       32.806  2350.0
16.3500        -156.479     -190.165       33.686  2413.0
16.3550        -156.651     -190.425       33.774  2419.3
16.3600        -156.343     -190.270       33.927  2430.3
16.3650        -156.140     -189.661       33.521  2401.2
16.3700        -156.054     -188.670       32.616  2336.4
16.3750        -155.934     -187.534       31.600  2263.6
16.3800        -156.229     -186.515       30.286  2169.5
16.3850        -156.030     -185.790       29.761  2131.9
16.3900        -155.719     -185.565       29.846  2138.0
16.3950        -155.468     -185.832       30.363  2175.0
16.4000        -155.112     -186.360       31.248  2238.4
16.4050        -155.367     -186.940       31.574  2261.7
16.4100        -155.381     -187.414       32.033  2294.6
16.4150        -155.468     -187.761       32.292  2313.2
16.4200        -155.515     -188.086       32.571  2333.1
16.4250        -155.248     -188.345       33.097  2370.8
16.4300        -155.554     -188.434       32.880  2355.3
16.4350        -155.518     -188.366       32.848  2353.0
16.4400        -155.620     -188.207       32.587  2334.3
16.4450        -156.066     -188.045       31.980  2290.8
16.4500        -156.125     -187.969       31.844  2281.1
16.4550        -155.535     -188.039       32.504  2328.3
16.4600        -155.402     -188.286       32.884  2355.6
16.4650        -155.120     -188.669       33.549  2403.2
16.4700        -155.316     -189.078       33.762  2418.4
16.4750        -155.039     -189.509       34.470  2469.2
16.4800        -155.119     -189.832       34.712  2486.5
16.4850        -155.132     -189.945       34.813  2493.8
16.4900        -155.205     -189.810       34.605  2478.9
16.4950        -155.098     -189.514       34.416  2465.3
16.5000        -154.930     -189.198       34.268  2454.7
16.5050        -154.721     -188.978       34.257  2453.9
16.5100        -154.408     -188.941       34.533  2473.7
16.5150        -154.331     -188.993       34.662  2482.9
16.5200        -154.516     -188.927       34.411  2464.9
16.5250        -154.419     -188.778       34.359  2461.2
16.5300        -154.135     -188.668       34.532  2473.7
16.5350        -153.521     -188.731       35.211  2522.2
16.5400        -153.436     -189.153       35.717  2558.5
16.5450        -153.497     -189.823       36.326  2602.1
16.5500        -153.661     -190.561       36.900  2643.3
16.5550        -153.737     -191.132       37.395  2678.7
16.5600        -153.551     -191.394       37.843  2710.8
16.5650        -153.409     -191.331       37.922  2716.5
16.5700        -153.287     -191.004       37.717  2701.8
16.5750        -152.980     -190.516       37.536  2688.8
16.5800        -152.702     -190.030       37.328  2673.9
16.5850        -152.860     -189.696       36.835  2638.6
16.5900        -153.096     -189.543       36.446  2610.8
16.5950        -153.067     -189.474       36.407  2607.9
16.6000        -152.757     -189.366       36.609  2622.4
16.6050        -153.026     -189.104       36.078  2584.4
16.6100        -153.076     -188.595       35.519  2544.4
16.6150        -153.176     -187.849       34.673  2483.7
16.6200        -153.113     -187.061       33.948  2431.8
16.6250        -153.080     -186.592       33.513  2400.6
16.6300        -152.441     -186.689       34.247  2453.2
16.6350        -152.521     -187.324       34.803  2493.0
16.6400        -152.306     -188.156       35.850  2568.0
16.6450        -152.311     -188.832       36.521  2616.1
16.6500        -151.962     -189.132       37.169  2662.5
16.6550        -151.735     -189.006       37.271  2669.8
16.6600        -151.587     -188.597       37.010  2651.1
16.6650        -151.406     -188.050       36.644  2624.9
16.6700        -151.595     -187.552       35.957  2575.7
16.6750        -151.796     -187.211       35.415  2536.8
16.6800        -151.976     -187.065       35.089  2513.5
16.6850        -151.902     -187.008       35.106  2514.8
16.6900        -151.719     -187.013       35.294  2528.2
16.6950        -151.794     -187.040       35.246  2524.8
16.7000        -152.084     -186.923       34.839  2495.6
16.7050        -151.917     -186.583       34.667  2483.3
16.7100        -151.353     -186.033       34.680  2484.2
16.7150        -151.165     -185.344       34.178  2448.3
16.7200        -150.824     -184.693       33.869  2426.1
16.7250        -150.116     -184.261       34.145  2445.9
16.7300        -149.753     -184.067       34.314  2458.0
16.7350        -149.137     -184.120       34.982  2505.9
16.7400        -149.998     -184.278       34.280  2455.5
16.7450        -149.992     -184.328       34.336  2459.6
16.7500        -149.725     -184.097       34.372  2462.2
16.7550        -149.127     -183.512       34.385  2463.1
16.7600        -148.959     -182.646       33.687  2413.1
16.7650        -149.336     -181.684       32.348  2317.2
16.7700        -149.165     -180.916       31.751  2274.4
16.7750        -149.117     -180.555       31.437  2251.9
16.7800        -149.274     -180.719       31.445  2252.5
16.7850        -149.497     -181.260       31.764  2275.3
16.7900        -149.327     -181.949       32.622  2336.8
16.7950        -149.347     -182.657       33.310  2386.1
16.8000        -149.530     -183.198       33.667  2411.7
16.8050        -149.651     -183.448       33.797  2421.0
16.8100        -149.500     -183.465       33.965  2433.0
16.8150        -149.047     -183.344       34.296  2456.8
16.8200        -149.042     -183.165       34.123  2444.4
16.8250        -148.836     -182.996       34.161  2447.0
16.8300        -149.115     -182.914       33.799  2421.1
16.8350        -149.127     -182.991       33.864  2425.8
16.8400        -149.074     -183.182       34.108  2443.3
16.8450        -149.373     -183.250       33.878  2426.8
16.8500        -149.360     -183.081       33.721  2415.5
16.8550        -149.439     -182.730       33.292  2384.8
16.8600        -149.006     -182.417       33.411  2393.3
16.8650        -148.978     -182.301       33.323  2387.0
16.8700        -148.779     -182.425       33.646  2410.2
16.8750        -148.588     -182.689       34.101  2442.7
16.8800        -148.460     -182.953       34.494  2470.9
16.8850        -148.424     -183.094       34.671  2483.6
16.8900        -148.119     -183.125       35.006  2507.6
16.8950        -147.723     -183.135       35.412  2536.6
16.9000        -147.803     -183.266       35.463  2540.3
16.9050        -147.714     -183.564       35.850  2568.0
16.9100        -147.906     -183.870       35.964  2576.2
16.9150        -147.581     -184.119       36.539  2617.4
16.9200        -147.537     -184.279       36.742  2631.9
16.9250        -147.319     -184.257       36.938  2645.9
16.9300        -148.204     -184.078       35.874  2569.8
16.9350        -148.026     -183.817       35.791  2563.8
16.9400        -147.997     -183.519       35.522  2544.6
16.9450        -147.708     -183.238       35.530  2545.1
16.9500        -148.009     -182.956       34.947  2503.4
16.9550        -147.676     -182.711       35.035  2509.6
16.9600        -147.453     -182.643       35.190  2520.8
16.9650        -147.444     -182.880       35.436  2538.4
16.9700        -147.364     -183.235       35.871  2569.6
16.9750        -146.917     -183.501       36.583  2620.6
16.9800        -147.654     -183.348       35.694  2556.9
16.9850        -147.717     -182.668       34.951  2503.6
16.9900        -147.558     -181.508       33.949  2431.9
16.9950        -147.423     -180.013       32.589  2334.5
17.0000        -147.677     -178.490       30.813  2207.2
17.0050        -147.515     -177.419       29.904  2142.1
17.0100        -147.285     -177.085       29.800  2134.7
17.0150        -147.245     -177.492       30.248  2166.7
17.0200        -147.405     -178.536       31.131  2230.0
17.0250        -147.085     -179.883       32.798  2349.4
17.0300        -147.458     -181.038       33.580  2405.4
17.0350        -147.477     -181.622       34.145  2445.9
17.0400        -146.944     -181.635       34.691  2485.0
17.0450        -147.040     -181.293       34.253  2453.6
17.0500        -147.126     -180.891       33.765  2418.7
17.0550        -147.002     -180.657       33.655  2410.8
17.0600        -146.454     -180.694       34.240  2452.7
17.0650        -146.866     -180.997       34.131  2444.9
17.0700        -146.555     -181.444       34.889  2499.2
17.0750        -146.349     -181.814       35.465  2540.5
17.0800        -146.127     -182.029       35.902  2571.8
17.0850        -145.880     -182.096       36.217  2594.3
17.0900        -145.732     -182.112       36.380  2606.0
17.0950        -145.879     -182.117       36.238  2595.8
17.1000        -146.443     -182.140       35.697  2557.1
17.1050        -146.528     -182.076       35.547  2546.4
17.1100        -146.378     -181.839       35.461  2540.2
17.1150        -145.912     -181.437       35.525  2544.7
17.1200        -146.004     -180.992       34.988  2506.3
17.1250        -146.343     -180.637       34.294  2456.5
17.1300        -145.820     -180.416       34.596  2478.2
17.1350        -145.538     -180.232       34.694  2485.2
17.1400        -145.951     -180.029       34.077  2441.1
17.1450        -146.216     -179.754       33.538  2402.5
17.1500        -145.787     -179.362       33.575  2405.1
17.1550        -145.414     -178.800       33.387  2391.6
17.1600        -145.485     -178.074       32.588  2334.4
17.1650        -145.601     -177.305       31.704  2271.0
17.1700        -145.609     -176.620       31.011  2221.4
17.1750        -145.179     -176.098       30.919  2214.8
17.1800        -145.066     -175.837       30.771  2204.2
17.1850        -144.853     -175.903       31.050  2224.2
17.1900        -145.107     -176.256       31.149  2231.3
17.1950        -145.459     -176.850       31.391  2248.6
17.2000        -145.393     -177.530       32.137  2302.1
17.2050        -145.393     -178.072       32.678  2340.8
17.2100        -145.442     -178.378       32.935  2359.2
17.2150        -144.998     -178.433       33.434  2395.0
17.2200        -144.968     -178.224       33.255  2382.2
17.2250        -144.909     -177.807       32.898  2356.6
17.2300        -144.862     -177.385       32.523  2329.7
17.2350        -144.984     -177.170       32.186  2305.5
17.2400        -145.082     -177.303       32.221  2308.1
17.2450        -144.982     -177.832       32.850  2353.1
17.2500        -144.682     -178.705       34.023  2437.2
17.2550        -144.688     -179.617       34.928  2502.0
17.2600        -144.523     -180.141       35.618  2551.4
17.2650        -144.446     -180.051       35.605  2550.5
17.2700        -145.304     -179.471       34.167  2447.5
17.2750        -145.352     -178.686       33.334  2387.8
17.2800        -145.097     -178.033       32.935  2359.2
17.2850        -144.655     -177.767       33.112  2371.9
17.2900        -145.080     -178.016       32.937  2359.4
17.2950        -144.956     -178.692       33.736  2416.6
17.3000        -145.017     -179.541       34.525  2473.1
17.3050        -145.263     -180.357       35.094  2513.9
17.3100        -144.824     -180.886       36.062  2583.2
17.3150        -144.691     -180.961       36.271  2598.2
17.3200        -144.680     -180.621       35.941  2574.6
17.3250        -144.396     -180.114       35.718  2558.6
17.3300        -144.667     -179.651       34.984  2506.0
17.3350        -144.887     -179.423       34.537  2474.0
17.3400        -144.987     -179.529       34.542  2474.3
17.3450        -145.004     -179.902       34.898  2499.8
17.3500        -145.162     -180.289       35.127  2516.3
17.3550        -145.092     -180.433       35.341  2531.6
17.3600        -145.139     -180.129       34.990  2506.4
17.3650        -144.919     -179.302       34.383  2462.9
17.3700        -144.867     -178.202       33.335  2387.9
17.3750        -144.913     -177.311       32.398  2320.8
17.3800        -145.055     -177.127       32.072  2297.4
17.3850        -145.258     -177.823       32.565  2332.7
17.3900        -145.460     -179.223       33.763  2418.6
17.3950        -146.078     -180.831       34.753  2489.5
17.4000        -145.880     -182.205       36.324  2602.0
17.4050        -145.806     -183.023       37.217  2666.0
17.4100        -145.810     -183.160       37.350  2675.5
17.4150        -145.924     -182.666       36.742  2632.0
17.4200        -145.682     -181.768       36.086  2584.9
17.4250        -145.862     -180.784       34.922  2501.6
17.4300        -145.591     -179.956       34.364  2461.6
17.4350        -145.708     -179.449       33.741  2417.0
17.4400        -145.544     -179.359       33.816  2422.3
17.4450        -145.792     -179.619       33.827  2423.1
17.4500        -146.061     -180.128       34.067  2440.3
17.4550        -145.915     -180.790       34.875  2498.2
17.4600        -145.758     -181.659       35.901  2571.7
17.4650        -146.216     -182.681       36.465  2612.1
17.4700        -146.292     -183.653       37.360  2676.2
17.4750        -146.447     -184.341       37.894  2714.4
17.4800        -147.012     -184.559       37.547  2689.6
17.4850        -146.862     -184.336       37.475  2684.4
17.4900        -147.252     -183.778       36.526  2616.4
17.4950        -147.502     -183.185       35.683  2556.1
17.5000        -147.376     -182.895       35.519  2544.3
17.5050        -147.636     -182.901       35.265  2526.2
17.5100        -147.376     -183.025       35.649  2553.6
17.5150        -147.521     -183.152       35.631  2552.4
17.5200        -147.561     -183.196       35.635  2552.7
17.5250        -147.127     -183.266       36.139  2588.8
17.5300        -147.094     -183.360       36.266  2597.9
17.5350        -146.969     -183.486       36.517  2615.9
17.5400        -146.474     -183.629       37.155  2661.5
17.5450        -146.078     -183.808       37.730  2702.7
17.5500        -145.739     -184.093       38.354  2747.4
17.5550        -145.329     -184.529       39.200  2808.0
17.5600        -145.649     -185.187       39.538  2832.2
17.5650        -145.905     -186.001       40.096  2872.2
17.5700        -145.954     -186.827       40.874  2927.9
17.5750        -145.877     -187.247       41.370  2963.4
17.5800        -145.988     -187.078       41.090  2943.4
17.5850        -145.985     -186.253       40.268  2884.5
17.5900        -145.965     -184.921       38.955  2790.5
17.5950        -145.530     -183.437       37.907  2715.4
17.6000        -145.496     -182.158       36.662  2626.2
17.6050        -145.678     -181.361       35.683  2556.1
17.6100        -145.382     -181.143       35.761  2561.7
17.6150        -145.112     -181.397       36.285  2599.2
17.6200        -145.185     -181.892       36.707  2629.4
17.6250        -145.284     -182.340       37.057  2654.5
17.6300        -144.825     -182.509       37.684  2699.4
17.6350        -144.725     -182.268       37.543  2689.3
17.6400        -144.663     -181.660       36.997  2650.2
17.6450        -144.369     -180.872       36.503  2614.8
17.6500        -144.465     -180.143       35.679  2555.8
17.6550        -144.035     -179.677       35.642  2553.1
17.6600        -143.948     -179.486       35.538  2545.7
17.6650        -144.236     -179.638       35.402  2536.0
17.6700        -144.514     -180.132       35.618  2551.4
17.6750        -144.525     -180.751       36.226  2595.0
17.6800        -144.727     -181.294       36.568  2619.4
17.6850        -144.670     -181.740       37.070  2655.5
17.6900        -144.509     -182.073       37.565  2690.9
17.6950        -144.245     -182.323       38.078  2727.6
17.7000        -144.454     -182.424       37.970  2719.9
17.7050        -144.837     -182.382       37.545  2689.5
17.7100        -144.806     -182.171       37.365  2676.5
17.7150        -144.895     -181.865       36.969  2648.2
17.7200        -144.967     -181.400       36.433  2609.8
17.7250        -144.818     -180.839       36.021  2580.3
17.7300        -144.878     -180.321       35.444  2538.9
17.7350        -144.529     -180.004       35.476  2541.2
17.7400        -144.312     -179.984       35.672  2555.3
17.7450        -144.515     -180.312       35.797  2564.2
17.7500        -144.427     -180.916       36.489  2613.8
17.7550        -144.559     -181.593       37.034  2652.9
17.7600        -144.526     -182.047       37.521  2687.8
17.7650        -145.161     -182.179       37.018  2651.7
17.7700        -145.002     -182.046       37.044  2653.6
17.7750        -145.017     -181.841       36.824  2637.8
17.7800        -144.893     -181.770       36.877  2641.6
17.7850        -144.999     -181.813       36.814  2637.1
17.7900        -144.982     -181.856       36.874  2641.4
17.7950        -145.005     -181.737       36.732  2631.2
17.8000        -145.237     -181.506       36.268  2598.0
17.8050        -145.497     -181.322       35.826  2566.3
17.8100        -145.306     -181.309       36.003  2579.0
17.8150        -145.294     -181.457       36.163  2590.4
17.8200        -145.160     -181.634       36.474  2612.8
17.8250        -145.458     -181.807       36.349  2603.8
17.8300        -145.296     -182.021       36.725  2630.7
17.8350        -145.583     -182.264       36.682  2627.6
17.8400        -145.996     -182.542       36.546  2617.9
17.8450        -146.120     -182.763       36.643  2624.8
17.8500        -146.186     -182.758       36.572  2619.8
17.8550        -146.179     -182.298       36.120  2587.4
17.8600        -146.632     -181.332       34.700  2485.6
17.8650        -146.196     -180.111       33.915  2429.4
17.8700        -146.144     -178.962       32.818  2350.9
17.8750        -146.558     -178.303       31.745  2274.0
17.8800        -146.904     -178.394       31.490  2255.7
17.8850        -146.709     -179.073       32.365  2318.4
17.8900        -146.742     -180.043       33.301  2385.5
17.8950        -147.014     -180.947       33.933  2430.7
17.9000        -146.696     -181.639       34.943  2503.0
17.9050        -146.480     -182.057       35.576  2548.4
17.9100        -146.635     -182.206       35.571  2548.1
17.9150        -147.177     -182.096       34.920  2501.4
17.9200        -146.771     -181.844       35.073  2512.4
17.9250        -146.790     -181.573       34.783  2491.6
17.9300        -146.722     -181.512       34.790  2492.1
17.9350        -147.052     -181.896       34.843  2495.9
17.9400        -147.066     -182.755       35.689  2556.5
17.9450        -147.430     -183.871       36.441  2610.4
17.9500        -147.251     -184.933       37.682  2699.3
17.9550        -147.254     -185.631       38.377  2749.1
17.9600        -147.202     -185.837       38.635  2767.6
17.9650        -147.277     -185.609       38.331  2745.8
17.9700        -147.310     -185.115       37.805  2708.1
17.9750        -147.191     -184.474       37.283  2670.7
17.9800        -146.791     -183.830       37.039  2653.2
17.9850        -147.019     -183.317       36.298  2600.1
17.9900        -147.068     -183.061       35.992  2578.2
17.9950        -147.232     -183.170       35.938  2574.3
18.0000        -147.521     -183.657       36.136  2588.5
18.0050        -147.553     -184.360       36.807  2636.6
18.0100        -147.516     -185.115       37.599  2693.3
18.0150        -147.217     -185.871       38.654  2768.9
18.0200        -147.374     -186.442       39.068  2798.6
18.0250        -147.160     -186.836       39.676  2842.1
18.0300        -147.554     -187.075       39.521  2831.0
18.0350        -147.697     -187.267       39.570  2834.5
18.0400        -148.244     -187.483       39.239  2810.8
18.0450        -148.241     -187.705       39.464  2826.9
18.0500        -147.974     -187.843       39.868  2855.9
18.0550        -147.434     -187.778       40.343  2889.9
18.0600        -147.309     -187.426       40.118  2873.7
18.0650        -147.194     -186.776       39.583  2835.4
18.0700        -147.002     -185.867       38.865  2784.0
18.0750        -147.183     -184.748       37.565  2690.9
18.0800        -147.124     -183.539       36.415  2608.5
18.0850        -147.296     -182.522       35.225  2523.3
18.0900        -147.634     -182.053       34.419  2465.6
18.0950        -148.181     -182.279       34.098  2442.5
18.1000        -147.834     -183.009       35.175  2519.7
18.1050        -147.727     -183.877       36.150  2589.5
18.1100        -147.844     -184.508       36.664  2626.4
18.1150        -148.079     -184.762       36.684  2627.8
18.1200        -148.120     -184.697       36.577  2620.1
18.1250        -148.392     -184.486       36.095  2585.6
18.1300        -148.164     -184.284       36.120  2587.4
18.1350        -148.499     -184.233       35.734  2559.7
18.1400        -148.567     -184.449       35.881  2570.3
18.1450        -148.801     -184.972       36.170  2591.0
18.1500        -148.636     -185.669       37.033  2652.8
18.1550        -148.669     -186.437       37.768  2705.4
18.1600        -149.018     -186.966       37.947  2718.3
18.1650        -148.675     -187.061       38.387  2749.7
18.1700        -148.967     -186.561       37.594  2693.0
18.1750        -149.200     -185.537       36.337  2602.9
18.1800        -149.636     -184.352       34.717  2486.9
18.1850        -149.932     -183.374       33.442  2395.5
18.1900        -150.203     -182.874       32.671  2340.3
18.1950        -150.013     -182.877       32.864  2354.1
18.2000        -149.721     -183.216       33.495  2399.3
18.2050        -149.678     -183.712       34.035  2438.0
18.2100        -149.420     -184.231       34.811  2493.6
18.2150        -149.260     -184.667       35.407  2536.3
18.2200        -149.035     -184.967       35.931  2573.9
18.2250        -149.096     -185.124       36.028  2580.8
18.2300        -149.492     -185.117       35.625  2551.9
18.2350        -149.310     -185.021       35.711  2558.1
18.2400        -149.367     -184.955       35.588  2549.3
18.2450        -149.346     -185.018       35.672  2555.3
18.2500        -149.621     -185.155       35.534  2545.4
18.2550        -149.602     -185.344       35.742  2560.3
18.2600        -149.702     -185.439       35.736  2559.9
18.2650        -149.600     -185.394       35.794  2564.1
18.2700        -150.147     -185.242       35.095  2513.9
18.2750        -150.035     -185.095       35.059  2511.4
18.2800        -150.305     -185.020       34.715  2486.7
18.2850        -149.930     -184.960       35.029  2509.3
18.2900        -150.340     -184.900       34.560  2475.6
18.2950        -150.114     -184.827       34.713  2486.6
18.3000        -150.156     -184.786       34.629  2480.6
18.3050        -150.315     -184.767       34.451  2467.9
18.3100        -150.455     -184.820       34.365  2461.7
18.3150        -150.620     -184.899       34.279  2455.5
18.3200        -150.567     -184.929       34.361  2461.4
18.3250        -150.833     -184.881       34.048  2439.0
18.3300        -150.564     -184.869       34.305  2457.4
18.3350        -150.392     -185.088       34.696  2485.4
18.3400        -150.657     -185.691       35.034  2509.6
18.3450        -150.935     -186.704       35.769  2562.2
18.3500        -150.346     -187.827       37.481  2684.9
18.3550        -149.974     -188.656       38.682  2770.9
18.3600        -150.087     -188.937       38.851  2783.0
18.3650        -150.225     -188.752       38.528  2759.9
18.3700        -150.197     -188.387       38.190  2735.7
18.3750        -150.237     -188.084       37.848  2711.1
18.3800        -150.379     -187.866       37.487  2685.3
18.3850        -150.488     -187.650       37.163  2662.1
18.3900        -150.658     -187.401       36.742  2632.0
18.3950        -150.469     -187.088       36.619  2623.1
18.4000        -150.346     -186.683       36.336  2602.9
18.4050        -150.436     -186.172       35.736  2559.9
18.4100        -150.347     -185.785       35.438  2538.6
18.4150        -150.399     -185.761       35.362  2533.1
18.4200        -150.250     -186.277       36.026  2580.7
18.4250        -150.211     -187.337       37.125  2659.4
18.4300        -150.077     -188.666       38.589  2764.2
18.4350        -149.723     -189.969       40.246  2882.9
18.4400        -149.497     -190.979       41.483  2971.5
18.4450        -149.502     -191.484       41.981  3007.2
18.4500        -149.439     -191.554       42.116  3016.9
18.4550        -149.290     -191.387       42.097  3015.5
18.4600        -149.273     -191.055       41.782  2992.9
18.4650        -149.738     -190.634       40.895  2929.4
18.4700        -149.524     -190.163       40.638  2911.0
18.4750        -149.674     -189.517       39.844  2854.1
18.4800        -149.873     -188.614       38.741  2775.1
18.4850        -150.421     -187.486       37.065  2655.1
18.4900        -150.050     -186.382       36.333  2602.6
18.4950        -150.450     -185.631       35.180  2520.1
18.5000        -150.260     -185.355       35.095  2513.9
18.5050        -150.163     -185.544       35.381  2534.4
18.5100        -150.367     -185.963       35.596  2549.9
18.5150        -150.317     -186.410       36.093  2585.5
18.5200        -150.311     -186.825       36.513  2615.5
18.5250        -150.443     -187.319       36.876  2641.5
18.5300        -150.750     -188.063       37.312  2672.8
18.5350        -150.771     -189.070       38.299  2743.5
18.5400        -150.993     -190.244       39.252  2811.7
18.5450        -151.561     -191.433       39.872  2856.2
18.5500        -151.730     -192.490       40.760  2919.8
18.5550        -151.416     -193.290       41.874  2999.5
18.5600        -151.803     -193.878       42.074  3013.9
18.5650        -152.231     -194.242       42.010  3009.3
18.5700        -151.587     -194.319       42.733  3061.1
18.5750        -151.418     -193.945       42.528  3046.4
18.5800        -151.473     -193.074       41.601  2980.0
18.5850        -151.015     -191.801       40.786  2921.6
18.5900        -151.340     -190.331       38.990  2793.0
18.5950        -151.129     -189.027       37.898  2714.7
18.6000        -151.445     -187.983       36.538  2617.3
18.6050        -151.123     -187.155       36.032  2581.1
18.6100        -151.096     -186.379       35.283  2527.4
18.6150        -151.176     -185.525       34.350  2460.6
18.6200        -151.354     -184.483       33.129  2373.1
18.6250        -151.400     -183.253       31.854  2281.8
18.6300        -151.399     -182.206       30.807  2206.8
18.6350        -151.230     -181.658       30.428  2179.7
18.6400        -150.779     -181.809       31.030  2222.8
18.6450        -150.417     -182.545       32.127  2301.4
18.6500        -150.241     -183.707       33.466  2397.3
18.6550        -150.324     -184.878       34.554  2475.2
18.6600        -150.290     -185.792       35.501  2543.1
18.6650        -151.139     -186.314       35.175  2519.7
18.6700        -150.838     -186.530       35.692  2556.7
18.6750        -150.506     -186.570       36.065  2583.4
18.6800        -151.031     -186.541       35.510  2543.7
18.6850        -151.014     -186.415       35.402  2535.9
18.6900        -151.015     -186.090       35.075  2512.5
18.6950        -151.461     -185.565       34.104  2443.0
18.7000        -151.461     -184.920       33.460  2396.8
18.7050        -151.545     -184.348       32.802  2349.7
18.7100        -151.502     -183.931       32.429  2323.0
18.7150        -151.322     -183.756       32.434  2323.4
18.7200        -151.316     -183.905       32.589  2334.4
18.7250        -151.102     -184.280       33.178  2376.6
18.7300        -150.950     -184.765       33.815  2422.3
18.7350        -150.864     -185.244       34.380  2462.8
18.7400        -150.772     -185.664       34.893  2499.5
18.7450        -150.666     -186.012       35.346  2532.0
18.7500        -150.733     -186.364       35.631  2552.4
18.7550        -150.696     -186.618       35.921  2573.2
