Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
13.6300        -155.445     -190.063       34.618  2479.8
13.6350        -155.352     -190.649       35.297  2528.4
13.6400        -155.626     -191.351       35.725  2559.1
13.6450        -155.776     -192.016       36.240  2596.0
13.6500        -155.842     -192.440       36.598  2621.6
13.6550        -156.093     -192.486       36.393  2606.9
13.6600        -155.809     -192.187       36.378  2605.9
13.6650        -156.016     -191.639       35.623  2551.8
13.6700        -156.292     -191.050       34.757  2489.8
13.6750        -156.139     -190.474       34.335  2459.5
13.6800        -155.804     -189.949       34.145  2445.9
13.6850        -155.791     -189.552       33.762  2418.4
13.6900        -155.405     -189.337       33.932  2430.7
13.6950        -155.276     -189.352       34.076  2440.9
13.7000        -155.708     -189.539       33.831  2423.4
13.7050        -155.424     -189.821       34.397  2463.9
13.7100        -155.258     -190.072       34.814  2493.9
13.7150        -154.858     -190.179       35.321  2530.1
13.7200        -155.020     -190.092       35.072  2512.3
13.7250        -155.227     -189.724       34.497  2471.1
13.7300        -155.325     -189.275       33.950  2431.9
13.7350        -155.816     -188.968       33.152  2374.8
13.7400        -156.010     -188.936       32.925  2358.5
13.7450        -156.230     -189.139       32.908  2357.3
13.7500        -155.821     -189.436       33.615  2408.0
13.7550        -155.822     -189.655       33.833  2423.5
13.7600        -156.353     -189.754       33.401  2392.6
13.7650        -156.322     -189.602       33.280  2383.9
13.7700        -156.428     -189.153       32.725  2344.2
13.7750        -156.173     -188.586       32.413  2321.9
13.7800        -155.835     -188.202       32.367  2318.5
13.7850        -155.350     -188.169       32.820  2351.0
13.7900        -155.298     -188.478       33.180  2376.8
13.7950        -155.055     -188.848       33.793  2420.7
13.8000        -154.842     -189.151       34.310  2457.7
13.8050        -154.566     -189.398       34.831  2495.1
13.8100        -154.387     -189.693       35.306  2529.1
13.8150        -154.987     -190.070       35.083  2513.1
13.8200        -154.884     -190.463       35.579  2548.6
13.8250        -155.094     -190.753       35.660  2554.4
13.8300        -155.598     -190.916       35.318  2529.9
13.8350        -155.770     -190.977       35.207  2522.0
13.8400        -155.833     -190.884       35.051  2510.8
13.8450        -156.026     -190.465       34.439  2467.0
13.8500        -156.282     -189.602       33.320  2386.8
13.8550        -156.170     -188.426       32.256  2310.6
13.8600        -156.013     -187.405       31.392  2248.7
13.8650        -156.041     -186.958       30.917  2214.7
13.8700        -156.346     -187.037       30.691  2198.5
13.8750        -156.293     -187.384       31.091  2227.1
13.8800        -156.512     -187.704       31.192  2234.4
13.8850        -156.608     -187.800       31.192  2234.4
13.8900        -156.703     -187.565       30.862  2210.7
13.8950        -156.176     -187.046       30.870  2211.3
13.9000        -156.280     -186.484       30.204  2163.6
13.9050        -155.835     -186.225       30.389  2176.9
13.9100        -155.823     -186.373       30.550  2188.4
13.9150        -156.011     -186.858       30.847  2209.6
13.9200        -155.913     -187.409       31.496  2256.2
13.9250        -156.217     -187.838       31.621  2265.1
13.9300        -156.589     -188.011       31.422  2250.8
13.9350        -156.592     -187.972       31.380  2247.8
13.9400        -156.155     -187.836       31.681  2269.4
13.9450        -155.498     -187.738       32.240  2309.4
13.9500        -155.446     -187.721       32.275  2312.0
13.9550        -155.641     -187.707       32.066  2297.0
13.9600        -155.839     -187.622       31.783  2276.7
13.9650        -156.069     -187.404       31.336  2244.7
13.9700        -156.181     -186.964       30.783  2205.1
13.9750        -156.352     -186.297       29.945  2145.1
13.9800        -156.146     -185.540       29.394  2105.6
13.9850        -155.968     -184.848       28.880  2068.7
13.9900        -156.084     -184.431       28.347  2030.5
13.9950        -156.410     -184.470       28.060  2010.0
14.0000        -156.215     -184.917       28.702  2056.0
14.0050        -156.308     -185.584       29.277  2097.2
14.0100        -156.308     -186.235       29.927  2143.8
14.0150        -156.496     -186.738       30.243  2166.4
14.0200        -156.469     -187.042       30.573  2190.0
14.0250        -156.428     -187.171       30.743  2202.2
14.0300        -156.466     -187.299       30.833  2208.7
14.0350        -156.733     -187.565       30.832  2208.6
14.0400        -156.521     -187.975       31.454  2253.1
14.0450        -156.535     -188.391       31.856  2282.0
14.0500        -156.417     -188.629       32.212  2307.4
14.0550        -156.715     -188.594       31.879  2283.6
14.0600        -157.226     -188.254       31.028  2222.6
14.0650        -157.826     -187.670       29.844  2137.8
14.0700        -158.000     -186.974       28.974  2075.5
14.0750        -157.824     -186.308       28.484  2040.4
14.0800        -157.997     -185.923       27.926  2000.4
14.0850        -157.802     -185.990       28.188  2019.2
14.0900        -157.702     -186.386       28.684  2054.7
14.0950        -157.076     -186.965       29.888  2141.0
14.1000        -157.222     -187.641       30.418  2178.9
14.1050        -157.059     -188.265       31.206  2235.4
14.1100        -156.495     -188.747       32.253  2310.3
14.1150        -156.260     -189.046       32.786  2348.6
14.1200        -156.405     -189.096       32.691  2341.7
14.1250        -156.495     -188.875       32.380  2319.5
14.1300        -156.719     -188.511       31.792  2277.4
14.1350        -156.343     -188.175       31.832  2280.2
14.1400        -156.292     -188.177       31.885  2284.0
14.1450        -156.280     -188.677       32.397  2320.7
14.1500        -156.381     -189.587       33.206  2378.6
14.1550        -156.621     -190.655       34.034  2438.0
14.1600        -156.326     -191.625       35.298  2528.5
14.1650        -156.484     -192.223       35.739  2560.1
14.1700        -156.583     -192.369       35.786  2563.5
14.1750        -156.238     -192.114       35.875  2569.9
14.1800        -155.837     -191.619       35.781  2563.1
14.1850        -155.541     -191.260       35.719  2558.6
14.1900        -155.385     -191.250       35.865  2569.1
14.1950        -155.068     -191.538       36.470  2612.4
14.2000        -155.169     -191.917       36.748  2632.4
14.2050        -155.574     -192.140       36.567  2619.4
14.2100        -155.584     -192.016       36.431  2609.7
14.2150        -155.641     -191.439       35.798  2564.3
14.2200        -155.450     -190.533       35.083  2513.1
14.2250        -155.463     -189.555       34.092  2442.1
14.2300        -155.693     -188.668       32.976  2362.1
14.2350        -155.724     -188.041       32.317  2315.0
14.2400        -155.641     -187.681       32.040  2295.1
14.2450        -155.897     -187.587       31.690  2270.0
14.2500        -155.694     -187.708       32.014  2293.2
14.2550        -155.761     -188.024       32.264  2311.2
14.2600        -155.664     -188.607       32.943  2359.8
14.2650        -155.920     -189.416       33.496  2399.4
14.2700        -156.004     -190.476       34.473  2469.4
14.2750        -156.318     -191.625       35.307  2529.1
14.2800        -156.679     -192.617       35.938  2574.4
14.2850        -156.731     -193.182       36.451  2611.1
14.2900        -156.857     -193.204       36.346  2603.6
14.2950        -157.119     -192.784       35.665  2554.8
14.3000        -156.780     -192.126       35.347  2532.0
14.3050        -156.718     -191.445       34.727  2487.6
14.3100        -156.845     -190.804       33.959  2432.6
14.3150        -157.054     -190.135       33.081  2369.7
14.3200        -156.807     -189.452       32.645  2338.5
14.3250        -156.506     -188.880       32.374  2319.0
14.3300        -156.828     -188.573       31.745  2274.0
14.3350        -156.827     -188.644       31.817  2279.2
14.3400        -156.790     -189.047       32.256  2310.6
14.3450        -156.576     -189.717       33.140  2373.9
14.3500        -156.545     -190.511       33.966  2433.1
14.3550        -156.571     -191.407       34.835  2495.4
14.3600        -156.682     -192.355       35.673  2555.4
14.3650        -156.704     -193.145       36.442  2610.4
14.3700        -156.527     -193.557       37.030  2652.6
14.3750        -156.836     -193.459       36.623  2623.4
14.3800        -157.022     -192.764       35.742  2560.3
14.3850        -157.367     -191.516       34.148  2446.1
14.3900        -157.390     -190.004       32.614  2336.3
14.3950        -156.820     -188.731       31.912  2285.9
14.4000        -156.663     -188.223       31.561  2260.8
14.4050        -156.886     -188.438       31.552  2260.1
14.4100        -156.888     -188.918       32.030  2294.4
14.4150        -157.008     -189.306       32.298  2313.6
14.4200        -157.247     -189.430       32.183  2305.3
14.4250        -157.188     -189.335       32.147  2302.7
14.4300        -157.086     -189.088       32.002  2292.4
14.4350        -156.662     -188.750       32.089  2298.6
14.4400        -156.875     -188.343       31.467  2254.1
14.4450        -156.850     -187.896       31.046  2223.9
14.4500        -156.978     -187.380       30.401  2177.7
14.4550        -156.885     -186.895       30.010  2149.7
14.4600        -157.179     -186.548       29.369  2103.8
14.4650        -157.134     -186.461       29.327  2100.8
14.4700        -156.857     -186.646       29.789  2133.9
14.4750        -157.065     -187.067       30.002  2149.2
14.4800        -157.203     -187.668       30.465  2182.3
14.4850        -156.825     -188.300       31.475  2254.7
14.4900        -156.625     -188.856       32.231  2308.8
14.4950        -156.749     -189.222       32.473  2326.2
14.5000        -156.721     -189.282       32.561  2332.4
14.5050        -156.709     -189.089       32.380  2319.5
14.5100        -156.580     -188.926       32.346  2317.1
14.5150        -156.813     -188.984       32.171  2304.5
14.5200        -156.562     -189.187       32.625  2337.0
14.5250        -156.834     -189.434       32.600  2335.2
14.5300        -156.889     -189.653       32.764  2347.0
14.5350        -156.858     -189.820       32.963  2361.2
